surface,LC,MV,EA,SE,DBC,DBF,DOS,CN,GCN,RxnE
Cd6V6,300.47,10.66,0.35,352.633333333333,-3.438117945,0.694913198,19.87,3,6.95454545454545,1.883740838
Cd6W6,307.23,11.235,0.81626,835,-0.540967612,0.556776429,6.084,2,7.33,1.54005657
Cd6W6,307.23,11.235,0.81626,835,-0.540967612,0.556776429,6.084,2,7.33,1.667920822
Cd6W6,307.23,11.235,0.272086666666667,349.2,-6.077603473,0.862612061,6.084,3,6.95454545454545,3.065853286
Cd6Y6,331.34,16.44,0.307,391.4,0.107183689,0.329430014,10.44,2,7.33,3.123008485
Cd6Y6,331.34,16.44,0.204666666666667,296.366666666667,-4.072300934,0.647527975,10.44,3,7.5,3.06461095
Cd6Zn6,282.215,11.08,0,119.666666666667,-7.720859516,0.997554641,0.9518,3,7.5,3.616090733
Cd6Zr6,310.57,13.51,0.142,271.2,-6.400341945,0.8580944,15.6,3,7.5,3.707546154
Cd6Zr6,310.57,13.51,0.142,271.2,-6.398910545,0.857952165,15.6,3,6.95454545454545,3.528702871
Cd6Zr6,310.57,13.51,0.284,436.1,-3.686449928,0.681193585,15.6,3,7.5,1.990415177
Cd6Zr6,310.57,13.51,0.284,436.1,-3.686593619,0.681205518,15.6,3,6.95454545454545,2.045145569
Co12,250.71,6.67,0.662,391.2,-1.580144231,0.491887973,12.023,1,7.5,3.999846213
Co12,250.71,6.67,0.662,391.2,-1.580641239,0.491872776,12.023,3,7.5,2.106999494
Co12,250.71,6.67,0.662,391.2,-1.580100381,0.491892777,12.023,3,6.95454545454545,2.292815966
Co6Cu6,306.1,6.89,0.853,365.166666666667,-1.814154322,0.490141657,7.3807,3,7.5,2.416516332
Co6Cu6,306.1,6.89,0.853,365.166666666667,-1.814179233,0.490143155,7.3807,3,6.95454545454545,2.494853144
Co6Cu6,306.1,6.89,1.044,339.133333333333,-2.189843478,0.490523886,7.3807,3,7.5,3.249817071
Co6Cu6,306.1,6.89,1.044,339.133333333333,-2.18983307,0.490520121,7.3807,3,6.95454545454545,3.253120805
Co6Fe6,268.68,6.88,0.4065,376,-1.476858797,0.508018532,0.0001089,5,7.615384615,3.160249849
Co6Hf6,285.175,10.055,0.662,391.2,-1.175191524,0.424408262,8.647,2,7.33,0.904207891
Co6Hf6,285.175,10.055,0.23,567.4,-0.920868036,0.297399355,8.647,3,6.95454545454545,2.110845143
Co6Hg6,275.605,10.38,0.662,391.2,-1.216955545,0.48813676,24.893,2,7.33,2.322410523
Co6Ir6,317.305,7.595,1.5638,586,-2.136156156,0.433783831,15.361,1,7.5,3.364652784
Co6Ir6,317.305,7.595,0.9626,456.133333333333,-1.728596069,0.468483208,15.361,3,7.5,2.196851075
Co6Ir6,317.305,7.595,0.9626,456.133333333333,-1.728599989,0.468484364,15.361,3,6.95454545454545,2.430162025
Co6Ir6,317.305,7.595,1.2632,521.066666666667,-1.931184285,0.451246585,15.361,3,7.5,1.816983694
Co6Ir6,317.305,7.595,1.2632,521.066666666667,-1.931192347,0.45124406,15.361,3,6.95454545454545,2.061723289
Co6La6,313.955,14.53,0.662,391.2,-1.02578331,0.493369588,15.692,2,7.33,1.125890736
Co6La6,313.955,14.53,0.534,401.2,-0.963516232,0.339742875,15.692,3,6.95454545454545,2.393707342
Co6Ni6,301.555,6.63,0.826666666666667,392.533333333333,-1.583216861,0.488707596,8.4839,3,7.5,2.430450329
Co6Ni6,301.555,6.63,0.826666666666667,392.533333333333,-1.583181007,0.488702525,8.4839,3,6.95454545454545,2.532990987
Co6Ni6,301.555,6.63,0.991333333333333,393.866666666667,-1.57977734,0.485899364,8.4839,3,7.5,2.536259346
Co6Ni6,301.555,6.63,0.991333333333333,393.866666666667,-1.579764676,0.485902133,8.4839,3,6.95454545454545,2.659522834
Co6Os6,262.075,7.545,1.1,661,-1.911108292,0.362153482,11.968,1,7.5,3.338202503
Co6Os6,262.075,7.545,0.808,481.133333333333,-1.587384946,0.425800441,11.968,3,7.5,2.002961258
Co6Os6,262.075,7.545,0.808,481.133333333333,-1.587379262,0.425801639,11.968,3,6.95454545454545,2.474146642
Co6Os6,262.075,7.545,0.954,571.066666666667,-1.748220793,0.394162011,11.968,3,7.5,1.617091861
Co6Os6,262.075,7.545,0.954,571.066666666667,-1.748347086,0.394172259,11.968,3,6.95454545454545,1.862003704
Co6Pd6,319.89,7.615,0.562,396.7,-2.353601703,0.483928797,17.163,1,7.5,5.31787068
Co6Pd6,319.89,7.615,0.628666666666667,393.033333333333,-1.798994366,0.491268654,17.163,3,7.5,2.502468114
Co6Pd6,319.89,7.615,0.628666666666667,393.033333333333,-1.7989952,0.491269611,17.163,3,6.95454545454545,2.590702931
Co6Pd6,319.89,7.615,0.595333333333333,394.866666666667,-2.076350843,0.487609359,17.163,3,7.5,2.863291744
Co6Pd6,319.89,7.615,0.595333333333333,394.866666666667,-2.07649313,0.487601175,17.163,3,6.95454545454545,3.013753146
Co6Pt6,321.565,7.88,2.128,510,-2.614063213,0.478046558,8.8254,1,7.5,4.365008018
Co6Pt6,321.565,7.88,1.15066666666667,430.8,-1.919347974,0.488390472,8.8254,3,7.5,2.670372557
Co6Pt6,321.565,7.88,1.15066666666667,430.8,-1.919339321,0.488390412,8.8254,3,6.95454545454545,2.65449349
Co6Pt6,321.565,7.88,1.63933333333333,470.4,-2.266320878,0.483217266,8.8254,3,7.5,2.583624025
Co6Pt6,321.565,7.88,1.63933333333333,470.4,-2.266458124,0.483219004,8.8254,3,6.95454545454545,2.822549772
Co6Re6,263.405,7.765,0.491333333333333,506.8,-1.345653344,0.38407767,18.52,3,7.5,1.840564399
Co6Re6,263.405,7.765,0.491333333333333,506.8,-1.345763733,0.384084624,18.52,3,6.95454545454545,2.243575879
Co6Re6,263.405,7.765,0.320666666666667,622.4,-1.419283823,0.352981125,18.52,3,7.5,1.552453804
Co6Rh6,315.525,7.475,0.820333333333333,433.033333333333,-1.615382815,0.485097624,20.485,3,7.5,2.137726861
Co6Rh6,315.525,7.475,0.820333333333333,433.033333333333,-1.615372062,0.485097441,20.485,3,6.95454545454545,2.353089181
Co6Rh6,315.525,7.475,0.978666666666667,474.866666666667,-1.672045127,0.476150447,20.485,3,7.5,1.946864173
Co6Rh6,315.525,7.475,0.978666666666667,474.866666666667,-1.671702983,0.476141836,20.485,3,6.95454545454545,2.225481261
Co6Ru6,260.65,7.42,0.856,498.45,-1.541827109,0.427295127,23.559,2,7.33,2.303397113
Co6Ru6,260.65,7.42,0.791333333333333,462.7,-1.518584792,0.442568169,23.559,3,7.5,1.880955481
Co6Ru6,260.65,7.42,0.791333333333333,462.7,-1.518592773,0.442566109,23.559,3,6.95454545454545,2.251206903
Co6Ru6,260.65,7.42,0.920666666666667,534.2,-1.56521923,0.411977175,23.559,3,7.5,1.716112046
Co6Ru6,260.65,7.42,0.920666666666667,534.2,-1.565213355,0.411971094,23.559,3,6.95454545454545,1.9674753
Co6Sc6,290.805,10.835,0.662,391.2,-0.963224502,0.47524613,9.818,1,7.5,3.07841202
Co6Sc6,290.805,10.835,0.662,391.2,-0.963224502,0.47524613,9.818,1,7.5,3.07841202
Co6Sc6,290.805,10.835,0.662,391.2,-0.963224502,0.47524613,9.818,1,7.5,3.07841202
Co6Sc6,290.805,10.835,0.662,391.2,-0.962858033,0.47520602,9.818,2,7.33,0.944078146
Co6Sc6,290.805,10.835,0.662,391.2,-0.962858033,0.47520602,9.818,2,7.33,0.944078146
Co6Sc6,290.805,10.835,0.662,391.2,-0.962858033,0.47520602,9.818,2,7.33,0.944078146
Co6Sc6,290.805,10.835,0.346,353.066666666667,-0.372453724,0.281088362,9.818,3,6.95454545454545,2.499090365
Co6Sc6,290.805,10.835,0.346,353.066666666667,-0.372453724,0.281088362,9.818,3,6.95454545454545,2.499090365
Co6Sc6,290.805,10.835,0.346,353.066666666667,-0.372453724,0.281088362,9.818,3,6.95454545454545,2.499090365
Co6Ti6,272.895,8.655,0.662,391.2,-1.402914096,0.442822509,13.175,2,7.33,1.102603778
Co6Ti6,272.895,8.655,0.273333333333333,426.2,-0.755130667,0.28140081,13.175,3,6.95454545454545,2.11152638
Co6Ti6,272.895,8.655,0.3705,417.45,-0.93705993,0.326723447,13.175,5,7.615384615,2.283395521
Co6V6,276.855,7.495,0.662,391.2,-1.418628555,0.450413341,24.431,2,7.33,1.554122814
Co6V6,276.855,7.495,0.616333333333333,419.4,-1.135692514,0.373583182,24.431,3,7.5,1.577339159
Co6V6,276.855,7.495,0.570666666666667,447.6,-0.826922493,0.289707355,24.431,3,6.95454545454545,1.625468886
Co6W6,283.615,8.07,0.662,391.2,-1.19169201,0.434007807,15.251,2,7.33,1.737972856
Co6W6,283.615,8.07,0.71342,539.133333333333,-1.154020661,0.386703168,15.251,3,7.5,1.781368074
Co6W6,283.615,8.07,0.76484,687.066666666667,-1.113140845,0.335366307,15.251,3,7.5,1.802240838
Co6W6,283.615,8.07,0.76484,687.066666666667,-1.113233774,0.335388705,15.251,3,6.95454545454545,1.572259746
Co6Y6,307.725,13.275,0.662,391.2,-0.904795453,0.481090327,7.546,2,7.33,0.782355178
Co6Y6,307.725,13.275,0.425333333333333,391.333333333333,-0.59403713,0.30030194,7.546,3,6.95454545454545,2.351099893
Co6Zn6,258.6,7.915,0.662,391.2,-1.34649685,0.482862744,8.722,2,7.33,2.332683773
Co6Zn6,258.6,7.915,0.220666666666667,214.633333333333,-5.134203455,0.493267812,8.722,3,7.5,3.641166704
Co6Zn6,258.6,7.915,0.220666666666667,214.633333333333,-5.134378428,0.493273056,8.722,3,6.95454545454545,3.754501709
Co6Zr6,286.955,10.345,0.662,391.2,-1.159539479,0.407547011,12.475,2,7.33,0.846466967
Cr12,291,7.23,0.666,359.5,-0.747906332,0.653164561,25.51,1,7.5,3.640320566
Cr12,291,7.23,0.666,359.5,-0.74863813,0.65335753,25.51,3,7.5,1.070740336
Cr12,291,7.23,0.666,359.5,-0.74851742,0.653319847,25.51,3,6.95454545454545,0.977673185
Cr6Cu6,326.245,7.17,0.855666666666667,344.033333333333,-1.250464537,0.696735345,19.34,3,7.5,1.851158471
Cr6Cu6,326.245,7.17,0.855666666666667,344.033333333333,-1.250466466,0.696735617,19.34,3,6.95454545454545,1.996349844
Cr6Cu6,326.245,7.17,1.04533333333333,328.566666666667,-1.994689482,0.840936639,19.34,3,7.5,2.705777016
Cr6Cu6,326.245,7.17,1.04533333333333,328.566666666667,-1.994642361,0.840912394,19.34,3,6.95454545454545,2.539304572
Cr6Fe6,288.825,7.16,0.4085,360.15,-1.321816426,0.379172748,18.616,2,7.33,1.798877103
Cr6Fe6,288.825,7.16,0.4085,360.15,-1.32216125,0.379215292,18.616,2,7.33,1.866088949
Cr6Fe6,288.825,7.16,0.494333333333333,359.933333333333,-1.225706484,0.324521965,18.616,3,7.5,1.828781189
Cr6Fe6,288.825,7.16,0.494333333333333,359.933333333333,-1.225439837,0.324483089,18.616,3,6.95454545454545,1.732635343
Cr6Fe6,288.825,7.16,0.322666666666667,360.366666666667,-1.413216684,0.430871828,18.616,3,7.5,1.611043451
Cr6Fe6,288.825,7.16,0.322666666666667,360.366666666667,-1.413447793,0.430902419,18.616,3,6.95454545454545,1.743557312
Cr6Hf6,305.32,10.335,0.666,359.5,-0.435303788,0.635139581,17.87,2,7.33,-0.02759969
Cr6Hf6,305.32,10.335,0.666,359.5,-0.435303788,0.635139581,17.87,2,7.33,-0.02759969
Cr6Hf6,305.32,10.335,0.666,359.5,-0.435303788,0.635139581,17.87,2,7.33,-0.02759969
Cr6Hf6,305.32,10.335,0.231333333333333,556.833333333333,-0.946985712,0.635905075,17.87,3,6.95454545454545,1.46501043
Cr6Hf6,305.32,10.335,0.231333333333333,556.833333333333,-0.946985712,0.635905075,17.87,3,6.95454545454545,1.46501043
Cr6Hf6,305.32,10.335,0.231333333333333,556.833333333333,-0.946985712,0.635905075,17.87,3,6.95454545454545,1.46501043
Cr6Hf6,305.32,10.335,0.34,507.5,-0.788115967,0.635562091,17.87,5,7.615384615,1.970443518
Cr6Hf6,305.32,10.335,0.34,507.5,-0.788115967,0.635562091,17.87,5,7.615384615,1.970443518
Cr6Hf6,305.32,10.335,0.34,507.5,-0.788115967,0.635562091,17.87,5,7.615384615,1.970443518
Cr6Ir6,337.45,7.875,1.5638,586,-2.628080675,0.884658768,17.6,1,7.5,3.681202269
Cr6Ir6,337.45,7.875,0.965266666666667,435,-1.451242325,0.703585501,17.6,3,7.5,1.765145191
Cr6Ir6,337.45,7.875,0.965266666666667,435,-1.451362146,0.703613957,17.6,3,6.95454545454545,1.887066341
Cr6Ir6,337.45,7.875,1.26453333333333,510.5,-2.063120472,0.797735911,17.6,3,7.5,1.790238713
Cr6Ir6,337.45,7.875,1.26453333333333,510.5,-2.063325257,0.79778416,17.6,3,6.95454545454545,2.213190151
Cr6La6,334.1,14.81,0.666,359.5,-0.555551201,0.640726866,22.27,1,7.5,1.800112228
Cr6La6,334.1,14.81,0.47,406.2,-1.277348089,0.631642971,22.27,1,7.5,6.739759638
Cr6La6,334.1,14.81,0.666,359.5,-0.555761919,0.640776847,22.27,2,7.33,0.493712736
Cr6Mn6,591.125,7.29,0.666,359.5,-1.202041247,0.146799852,17.743,2,7.33,-0.012815337
Cr6Mn6,591.125,7.29,0.333,296.35,-1.407945769,0.338290241,17.743,5,7.615384615,-0.020136152
Cr6Mo6,302.85,8.305,0.693333333333333,451.666666666667,-0.961013337,0.635638496,24.38,3,6.95454545454545,1.115912865
Cr6Mo6,302.85,8.305,0.720666666666667,543.833333333333,-1.266143051,0.679381201,24.38,3,7.5,1.323318714
Cr6Mo6,302.85,8.305,0.720666666666667,543.833333333333,-1.266049422,0.679364646,24.38,3,6.95454545454545,1.229890468
Cr6Nb6,310.52,9.03,0.666,359.5,-0.650494497,0.635769408,18.12,1,7.5,3.099108726
Cr6Nb6,310.52,9.03,0.666,359.5,-0.650212567,0.63568007,18.12,2,7.33,1.938470958
Cr6Nb6,310.52,9.03,0.916,716.8,-1.158517945,0.674267037,18.12,1,7.5,4.864725899
Cr6Nb6,310.52,9.03,0.666,359.5,-0.650212567,0.63568007,18.12,2,7.33,0.503803942
Cr6Nb6,310.52,9.03,0.832666666666667,597.7,-0.962397091,0.659372029,18.12,3,6.95454545454545,1.579597296
Cr6Os6,282.22,7.825,1.1,661,-2.158879018,0.78674665,15.75,1,7.5,3.506645187
Cr6Os6,282.22,7.825,0.810666666666667,460,-1.195113447,0.64549,15.75,3,7.5,1.562132077
Cr6Os6,282.22,7.825,0.810666666666667,460,-1.19509079,0.645485562,15.75,3,6.95454545454545,1.764426539
Cr6Os6,282.22,7.825,0.955333333333333,560.5,-1.682106472,0.716840975,15.75,3,7.5,1.397355583
Cr6Os6,282.22,7.825,0.955333333333333,560.5,-1.682815452,0.716985892,15.75,3,6.95454545454545,1.61554367
Cr6Pd6,340.035,7.895,0.562,396.7,-2.775526098,0.943606191,28.2,1,7.5,4.98358672
Cr6Pd6,340.035,7.895,0.631333333333333,371.9,-1.408618456,0.705594938,28.2,3,7.5,1.726820678
Cr6Pd6,340.035,7.895,0.631333333333333,371.9,-1.408619009,0.705594364,28.2,3,6.95454545454545,1.840744266
Cr6Pd6,340.035,7.895,0.596666666666667,384.3,-2.123062862,0.829943327,28.2,3,7.5,2.529422486
Cr6Pd6,340.035,7.895,0.596666666666667,384.3,-2.123521246,0.83012204,28.2,3,6.95454545454545,2.709249733
Cr6Pt6,341.71,8.16,1.15333333333333,409.666666666667,-1.62229792,0.697858485,22.38,3,7.5,1.867945174
Cr6Pt6,341.71,8.16,1.15333333333333,409.666666666667,-1.622309533,0.697863832,22.38,3,6.95454545454545,1.9923646
Cr6Pt6,341.71,8.16,1.64066666666667,459.833333333333,-2.462068365,0.814931379,22.38,3,7.5,2.506619619
Cr6Pt6,341.71,8.16,1.64066666666667,459.833333333333,-2.462389516,0.815026553,22.38,3,6.95454545454545,2.70243505
Cr6Re6,283.55,8.045,0.666,359.5,-0.970270176,0.598244626,13.08,1,7.5,3.920796871
Cr6Re6,283.55,8.045,0.15,738,-2.109456389,0.755736598,13.08,1,7.5,3.503187164
Cr6Re6,283.55,8.045,0.322,611.833333333333,-1.719956495,0.701862219,13.08,3,7.5,1.121699638
Cr6Re6,283.55,8.045,0.408,548.75,-1.529387216,0.675567429,13.08,5,7.615384615,0.74381379
Cr6Rh6,335.67,7.755,0.823,411.9,-1.109135692,0.636264901,30.36,3,7.5,1.709325663
Cr6Rh6,335.67,7.755,0.823,411.9,-1.109135184,0.63626483,30.36,3,6.95454545454545,1.790796547
Cr6Rh6,335.67,7.755,0.98,464.3,-1.649359582,0.746360517,30.36,3,7.5,1.965910509
Cr6Rh6,335.67,7.755,0.98,464.3,-1.649228065,0.746331437,30.36,3,6.95454545454545,2.329974199
Cr6Ru6,280.795,7.7,1.05,605.7,-1.843727845,0.801137753,16.59,1,7.5,3.575362231
Cr6Ru6,280.795,7.7,0.794,441.566666666667,-1.091148635,0.652583754,16.59,3,7.5,1.572816899
Cr6Ru6,280.795,7.7,0.794,441.566666666667,-1.091197534,0.652594767,16.59,3,6.95454545454545,1.731334911
Cr6Ru6,280.795,7.7,0.922,523.633333333333,-1.474673209,0.728308651,16.59,3,7.5,1.542274842
Cr6Ru6,280.795,7.7,0.922,523.633333333333,-1.474037482,0.728146852,16.59,3,6.95454545454545,1.796577469
Cr6Sc6,310.95,11.115,0.666,359.5,-0.830856575,0.718423028,35.04,2,7.33,0.571370488
Cr6Ta6,310.565,9.04,0.666,359.5,-0.207538463,0.550104083,12.89,1,7.5,3.239231162
Cr6Ta6,310.565,9.04,0.322,771,-0.546215961,0.523074855,12.89,1,7.5,4.881682537
Cr6Ta6,310.565,9.04,0.666,359.5,-0.207394441,0.550081675,12.89,2,7.33,0.334450221
Cr6Ta6,310.565,9.04,0.322,771,-0.546143472,0.523073989,12.89,2,7.33,1.691173901
Cr6Ta6,310.565,9.04,0.436666666666667,633.833333333333,-0.421518554,0.533018951,12.89,3,6.95454545454545,1.393525717
Cr6Tc6,282.25,7.93,0.666,359.5,-0.942842301,0.588530737,15.68,1,7.5,3.750634428
Cr6Tc6,282.25,7.93,0.55,573,-1.81365856,0.752685883,15.68,1,7.5,3.586917817
Cr6Tc6,282.25,7.93,0.55,573,-1.814008765,0.752778781,15.68,2,7.33,1.552008082
Cr6Tc6,282.25,7.93,0.588666666666667,501.833333333333,-1.523413359,0.697986432,15.68,3,7.5,1.422872514
Cr6Tc6,282.25,7.93,0.608,466.25,-1.378207388,0.670609383,15.68,5,7.615384615,0.871421847
Cr6Ti6,293.04,8.935,0.666,359.5,-0.552289771,0.660311199,19.77,2,7.33,0.347093718
Cr6Ti6,293.04,8.935,0.274666666666667,415.633333333333,-0.511729952,0.596325897,19.77,3,7.5,1.660103535
Cr6Ti6,293.04,8.935,0.274666666666667,415.633333333333,-0.51117857,0.596187725,19.77,3,6.95454545454545,1.660180544
Cr6Ti6,293.04,8.935,0.3725,401.6,-0.523392455,0.614955853,19.77,5,7.615384615,1.47493932
Cr6V6,297,7.775,0.666,359.5,-0.820954863,0.656152344,24.82,2,7.33,1.808719052
Cr6V6,297,7.775,0.619,398.266666666667,-0.810537111,0.643654763,24.82,3,7.5,1.268940845
Cr6V6,297,7.775,0.619,398.266666666667,-0.810516689,0.643650515,24.82,3,6.95454545454545,1.215659594
Cr6V6,297,7.775,0.572,437.033333333333,-0.798955128,0.629829528,24.82,3,7.5,1.419843479
Cr6V6,297,7.775,0.572,437.033333333333,-0.799018385,0.629843225,24.82,3,6.95454545454545,1.30426816
Cr6W6,303.76,8.35,0.666,359.5,-0.795407009,0.621974462,10.39,1,7.5,3.68093655
Cr6W6,303.76,8.35,0.81626,835,-1.620575603,0.686771677,10.39,1,7.5,4.173729405
Cr6W6,303.76,8.35,0.766173333333333,676.5,-1.325840052,0.663645733,10.39,3,7.5,1.209427779
Cr6W6,303.76,8.35,0.74113,597.25,-1.186149688,0.652673807,10.39,5,7.615384615,0.708916143
Cr6Zn6,278.745,8.195,0.666,359.5,-0.341823703,0.536808031,12.22,2,7.33,2.033004122
Cr6Zn6,278.745,8.195,0.666,359.5,-0.341823703,0.536808031,12.22,2,7.33,2.049472043
Cr6Zn6,278.745,8.195,0.222,204.066666666667,-4.842464304,0.85121456,12.22,3,7.5,3.047267366
Cr6Zn6,278.745,8.195,0.222,204.066666666667,-4.842564206,0.851226857,12.22,3,6.95454545454545,2.945488763
Cr6Zr6,307.1,10.625,0.666,359.5,-0.455317746,0.633103624,23.58,1,7.5,2.507092008
Cr6Zr6,307.1,10.625,0.426,601,-0.998859158,0.638268422,23.58,1,7.5,5.481670149
Cr6Zr6,307.1,10.625,0.666,359.5,-0.455115665,0.632990348,23.58,2,7.33,0.077084136
Cr6Zr6,307.1,10.625,0.506,520.5,-0.759246593,0.636066087,23.58,3,6.95454545454545,1.5897134
Cr6Zr6,307.1,10.625,0.546,480.25,-0.665992862,0.635108847,23.58,5,7.615384615,1.614910189
Cu12,361.49,7.11,1.235,313.1,-2.424518836,0.976938777,1.419,1,7.5,5.956332468
Cu12,361.49,7.11,1.235,313.1,-2.424018938,0.976936295,1.419,3,7.5,4.163048937
Cu12,361.49,7.11,1.235,313.1,-2.42418392,0.976936542,1.419,3,6.95454545454545,4.110073135
Cu6Fe6,324.07,7.1,0.873666666666667,329,-2.267564467,0.499795505,7.845,3,7.5,3.037377661
Cu6Fe6,324.07,7.1,0.873666666666667,329,-2.267571781,0.499791711,7.845,3,6.95454545454545,3.005813952
Cu6Fe6,324.07,7.1,0.512333333333333,344.9,-1.797225467,0.504724038,7.845,3,7.5,2.438740686
Cu6Fe6,324.07,7.1,0.512333333333333,344.9,-1.797216524,0.504722345,7.845,3,6.95454545454545,2.517936833
Cu6Hf6,340.565,10.275,0.014,655.5,-0.21890791,0.413020524,11.59,2,7.33,2.220329193
Cu6Hf6,340.565,10.275,0.421,541.366666666667,-1.500670488,0.652372519,11.59,3,7.5,1.966635285
Cu6Hf6,340.565,10.275,0.421,541.366666666667,-1.50067043,0.652372299,11.59,3,6.95454545454545,1.97001766
Cu6Hf6,340.565,10.275,0.6245,484.3,-2.014959633,0.748415207,11.59,5,7.615384615,0.587037715
Cu6Ir6,372.695,7.815,1.3446,404.066666666667,-2.172911108,0.919208592,17.92,3,7.5,2.925757925
Cu6Ir6,372.695,7.815,1.3446,404.066666666667,-2.172754606,0.919193401,17.92,3,6.95454545454545,3.114394721
Cu6Ir6,372.695,7.815,1.4542,495.033333333333,-1.998101141,0.867606227,17.92,3,7.5,1.76341999
Cu6Ir6,372.695,7.815,1.4542,495.033333333333,-1.998095596,0.867605986,17.92,3,6.95454545454545,1.831763421
Cu6La6,369.345,14.75,0.47,406.2,-0.623511919,0.469398932,10.77,1,7.5,5.916713781
Cu6La6,369.345,14.75,1.235,313.1,-2.865830774,0.985312397,10.77,2,7.33,1.93691161
Cu6La6,369.345,14.75,0.725,375.166666666667,-1.861809173,0.75430225,10.77,3,6.95454545454545,2.64540516
Cu6La6,369.345,14.75,0.8525,359.65,-2.219065345,0.836499105,10.77,5,7.615384615,3.437413984
Cu6Mn6,626.37,7.23,0,233.2,-1.012416999,0.510836596,6.655,2,7.33,2.804755296
Cu6Mn6,626.37,7.23,0.6175,273.15,-2.008940564,0.503100709,6.655,5,7.615384615,2.508364413
Cu6Mo6,338.095,8.245,1.07266666666667,420.733333333333,-2.066920207,0.847167624,18.09,3,7.5,2.813355726
Cu6Mo6,338.095,8.245,1.07266666666667,420.733333333333,-2.067002102,0.847195666,18.09,3,6.95454545454545,2.624264908
Cu6Mo6,338.095,8.245,0.910333333333333,528.366666666667,-1.415222421,0.713586313,18.09,3,7.5,1.896682708
Cu6Mo6,338.095,8.245,0.910333333333333,528.366666666667,-1.415217909,0.713585407,18.09,3,6.95454545454545,2.057049597
Cu6Nb6,345.765,8.97,1.235,313.1,-2.878297673,0.970290207,6.892,2,7.33,2.267132774
Cu6Nb6,345.765,8.97,1.02233333333333,582.233333333333,-1.446760164,0.699044396,6.892,3,7.5,2.130566865
Cu6Nb6,345.765,8.97,1.02233333333333,582.233333333333,-1.44676757,0.699045775,6.892,3,6.95454545454545,2.198313687
Cu6Ni6,356.945,6.85,1.20866666666667,340.466666666667,-1.912010802,0.482429862,6.379,3,7.5,3.544645748
Cu6Ni6,356.945,6.85,1.20866666666667,340.466666666667,-1.911864441,0.482428856,6.379,3,6.95454545454545,3.531879392
Cu6Ni6,356.945,6.85,1.18233333333333,367.833333333333,-1.505721902,0.47672913,6.379,3,7.5,2.669206141
Cu6Ni6,356.945,6.85,1.18233333333333,367.833333333333,-1.505721853,0.476729555,6.379,3,6.95454545454545,2.7311134
Cu6Os6,317.465,7.765,1.1,661,-1.650541533,0.706211995,8.205,1,7.5,3.187628718
Cu6Os6,317.465,7.765,1.1,661,-1.650716592,0.706232043,8.205,2,7.33,1.965458392
Cu6Os6,317.465,7.765,1.19,429.066666666667,-2.261943714,0.882911349,8.205,3,7.5,2.981374864
Cu6Os6,317.465,7.765,1.19,429.066666666667,-2.262056666,0.882924667,8.205,3,6.95454545454545,3.106964381
Cu6Os6,317.465,7.765,1.145,545.033333333333,-1.959209737,0.795401558,8.205,3,7.5,1.989090391
Cu6Os6,317.465,7.765,1.145,545.033333333333,-1.959205613,0.79540055,8.205,3,6.95454545454545,1.884561941
Cu6Pd6,375.28,7.835,1.235,313.1,-1.687495953,0.981010215,1.109,1,7.5,5.897265669
Cu6Pd6,375.28,7.835,0.562,396.7,-1.636726086,0.95003738,1.109,1,7.5,5.179315075
Cu6Pd6,375.28,7.835,0.562,396.7,-1.636746727,0.950036891,1.109,2,7.33,3.17968626
Cu6Pd6,375.28,7.835,0.8985,354.9,-1.662300184,0.965608902,1.109,5,7.615384615,2.796323032
Cu6Pt6,376.955,8.1,2.128,510,-1.988760804,0.917557649,9.213,1,7.5,4.212212697
Cu6Pt6,376.955,8.1,1.53266666666667,378.733333333333,-1.97054452,0.955845985,9.213,3,7.5,3.555957248
Cu6Pt6,376.955,8.1,1.53266666666667,378.733333333333,-1.970541776,0.955845945,9.213,3,6.95454545454545,3.479474756
Cu6Pt6,376.955,8.1,1.83033333333333,444.366666666667,-1.97961599,0.936795156,9.213,3,7.5,2.582668906
Cu6Pt6,376.955,8.1,1.83033333333333,444.366666666667,-1.979614173,0.936795121,9.213,3,6.95454545454545,2.732440771
Cu6Re6,318.795,7.985,0.15,738,-1.047021755,0.64007652,20.16,1,7.5,3.18741266
Cu6Re6,318.795,7.985,0.873333333333333,454.733333333333,-2.140669722,0.863653336,20.16,3,7.5,2.847817991
Cu6Re6,318.795,7.985,0.873333333333333,454.733333333333,-2.140649154,0.863649006,20.16,3,6.95454545454545,2.664518163
Cu6Re6,318.795,7.985,0.511666666666667,596.366666666667,-1.604742289,0.754094529,20.16,3,7.5,1.617196081
Cu6Re6,318.795,7.985,0.511666666666667,596.366666666667,-1.604713031,0.754092872,20.16,3,6.95454545454545,1.630774834
Cu6Rh6,370.915,7.695,1.20233333333333,380.966666666667,-1.949294348,0.928476634,24.94,3,7.5,3.084549956
Cu6Rh6,370.915,7.695,1.20233333333333,380.966666666667,-1.949550007,0.928516885,24.94,3,6.95454545454545,3.120562589
Cu6Rh6,370.915,7.695,1.16966666666667,448.833333333333,-1.685279462,0.88286711,24.94,3,7.5,1.987524103
Cu6Rh6,370.915,7.695,1.16966666666667,448.833333333333,-1.685280635,0.882867062,24.94,3,6.95454545454545,2.099228059
Cu6Ru6,316.04,7.64,1.05,605.7,-1.410039843,0.718539322,19.01,1,7.5,3.274778209
Cu6Ru6,316.04,7.64,1.17333333333333,410.633333333333,-2.11071155,0.887592848,19.01,3,7.5,3.053565441
